text,target
방을 너무 지저분하게 써. 경고도 했는데.,sadness
"한 달 전 쯤에 경고를 한 번 줬는데, 좀 고쳐지는 듯 하더니, 또 그러네. 음식물 쓰레기도 막 버리고.",angry
보증금이 없어서. 한동안 같이 지내야 될 거 같아.,sadness
친구였다가 사귀게 됐어.,sadness
아니. 3년동안 한번도 싸운적이 없었어.,sadness
그렇다고 일찍 퇴근하면 잘 하지도 못하면서 노력도 안한다고 그럴 것 같아.,sadness
내가 부족해서 그런 거 나도 알고 있다니까!,sadness
우리 아빠 어제 술먹고 또 사고쳤어.,angry
거의 맨날 먹어. 일주일에 하루 이틀 빼곤 거의 술이야!,angry
엄마는 포기한지 한참됐고 이제 나도 모르겠어.,angry
고등학교 때 엄청 친한 사이였어. 근데 이럴 줄은 몰랐다.,neutral
오늘 면접도 다 떨어졌다.,sadness
"아니. 다른 친구들도 다 붙었는데, 염치가 있지. 얘기 못 드렸어.",sadness
아 몰라 진짜 미쳤나봐. 왜 나한테만 이래.,angry
엄마 아빠도 계속 슬퍼하지.,sadness
"할 뻔 했어. 나까지 토할 뻔했다, 야.",disgust
"아니, 아니야. 따뜻한 물도 못 먹겠어.",disgust
이따 내려가면서 관리실에 얘기해야지.,angry
벌써 한 시간 넘어간다. 이거 진짜 너무한 거 아니냐.,angry
얘 고등학교 때부터 유명했어.,neutral
자긴 권태긴 것 같다고 시간을 갖자고 그러더라. 그런데 결국 다른 사람이 생긴 것 같아.,sadness
아니. 술 마시고 계단에서 넘어지셔서 지금 병원에 있어.,sadness
응. 잠깐 허리만 삐끗하신 것 같아.,neutral
"처음에는 몇 번 했는데, 이제는 거의 포기 상태야.",sadness
사실 두 달도 넘었어.,sadness
룸메랑 싸우는 것도 이제 지긋지긋하다 정말.,angry
당연히 화내봤지! 근데 그것도 그때 뿐이야.,angry
"보증금이 800인데, 나 혼자서 부담할 수가 없잖아.",angry
화장실에 토한 거 그대로 있다.,disgust
속이 미슥미슥 거려. 나도 토할 거 같애.,disgust
그래야겠다. 나가는 김에 얘기하고 가야겠어.,disgust
"아니, 약속을 해놓고 왜 얘는 이렇게 안 와!",angry
지금 한 시간이 넘었어!,angry
"위로해줘서. 응, 다시 준비해야지.",sadness
다. 밥? 먹었어 방금.,neutral
아무리 얘기해도 지가 뭘 잘못했는지를 몰라!,angry
나는 하는 일마다 왜 다 이 모양일까.,sadness
내가 엉망으로 해서 혼난 거라 할 말도 없어.,sadness
당연히 내봤지.,angry
아. 힘들어. 너무 힘들어.,angry
그래서 따로 방 구하려고. 알아봤어.,angry
챙겨먹었어?,neutral
일찍은 못 갈 거 같아.,neutral
오래 살았어.,sadness
이제 알아보는 중이야.,sadness
야! 우리 아빠 어제 또 넘어졌어.,angry
술 먹고 그랬지 뭐! 아휴. 몰라!,angry
"생명이 뭐여. 아유, 지장 없어!",neutral
"아유, 주 5일은 먹네, 주 5일은! 어휴, 맨날 먹어, 맨날!",angry
그런 건 소용 없어. 소용 하나도 없어!,angry
괜히 거기로 갔어. 가지 말걸.,angry
"하, 얼른 잊어버려야지.",angry
아까 이미 말씀드렸어.,neutral
친구가 다쳤어.,sadness
다들 괜찮은 거 같아.,sadness
"따뜻한 물 마시는 건 솔직히 좀 답이 아닌 거 같고, 그냥 빨리 화장실 가서 볼 일 보고, 맛있는거나 먹으러 가자.",neutral
그래! 관리자한테 말하고 빨리 치우라고 말하자.,neutral
"한 시간은 된 거 같다, 진짜! 도대체 언제까지! 아, 진짜.",angry
"근데 하, 진짜 깜깜무소식이다!",angry
화를 내봤는데 고치는듯 하더니 또 그러네.,angry
하. 안그래도 다른 회사 알아봐야될 거 같애.,sadness
"밤새 기획안 작성했는데, 다 잘못됐대.",sadness
"친한 여직원들 있긴 한데, 하, 잘 모르겠다.",angry
알았어. 들어줘서 고마워.,neutral
어. 조금만 기달리래. 계속 기달리라고만 말해.,angry
얘는 매번 늦어.,angry
뻔하지. 또 술마시고 넘어졌어.,angry
자주 드셔.,angry
진짜 퇴근한지 얼마나 됐다고 회사에서 연락이 또 왔어.,angry
있어서 정말 다행이야. 정말 고마워.,neutral
지진이 났잖아. 나는 괜찮았는데 내 친구는 발목을 다쳤어.,fear
내 친구는 발목을 다쳤거든. 다른 사람들은 잘 모르겠어.,neutral
"어, 나도 며칠 지켜봐야될 거 같애.",neutral
누가 화장실에 토하고 하나도 안 치웠어.,disgust
지금도 그대로 있다니까?,disgust
"으, 물 마시려고 해도 자꾸 그게 생각 나.",disgust
아니 아직 모르셔.,neutral
"아니, 아직. 배도 안 고파.",sadness
아까부터 계속 연락했는데 답도 잘 없어!,angry
얘 맨날 이래!,angry
얘기를 해도 그 때 뿐이고 다음에 약속하면 또 똑같이 맨날 늦어.,angry
"아, 룸메랑 또 싸웠어!",angry
알기는 고딩 때부터 알았지.,angry
지금은 괜찮은데 어제 완전 놀랬어.,surprise
응 그래야겠어. 지진을 처음 겪어봐서 진짜 너무 무섭더라.,fear
"아, 못다녀, 못다녀! 아, 진짜 짜증나!",angry
아 진짜 딴 데로 옮겨야 되나봐! 월급 더 주는 것도 아니면서 왜 나한테만 일을 시켜?,angry
다른 사람 일까지 다 나한테 시키는데 내가 누구한테 털어놔!,angry
아 진짜 니가 욕이라도 해줘. 진짜 화병생기겠어.,angry
하도 스트레스 받아서 그런지 배도 안 고파.,sadness
룸메랑 너무 싸워. 진짜.,angry
어. 지금도 그대로 있어. 너무 놀라서 뛰쳐나왔잖아.,disgust
당연히 완전 놀랐지.,angry
안그래도 지금 막 물 좀 마시려고.,neutral
"어, 좋은 생각이다. 내가 지금 가서 얘기하고 올게.",neutral
어제 갑자기 지진이 일어났거든.,fear
"어, 지금은 안정 된 거 같애.",neutral
내 친구가 발목을 조금 다쳤어.,sadness
그러니까. 나한테만 일을 시키고. 완전 다니기 싫어.,angry
내일부터라도 당장 이직 준비를 해야겠어.,neutral
다들 나한테 일만 시킬려고 하지 내 말은 아무도 들어주지 않아.,angry
다행히 생명에 지장은 없대.,neutral
일주일에 5일이나 술을 마셔. 너무 걱정 돼.,sadness
여러번 해봤는데 소용없어.,sadness
"해봐도 그때 뿐이야. 잠깐만 나아지는 거 같아도, 다시 원상태로 돌아와.",neutral
어제 진행했는데 너무 허전해.,sadness
"밤 새서 기획안을 작성했는데, 혼만 났어.",sadness
너랑 통화하려고 잠깐 밖에 나와있긴 해.,sadness
그렇게 말해주는 사람은 너 밖에 없어.,sadness
지금 면접 보고 나오는 길이야. 밖에 있어.,sadness
응. 또 준비 해야지.,sadness
"다 떨어졌는데, 입맛도 없어, 지금은.",sadness
얘는 청소를 너무 안해. 음식물 쓰레기도 아무데나 버려.,angry
고등학교 동창인데 이정도일줄은 몰랐어.,angry
"권태기가 왔다고 잠시 시간을 갖자더니, 다른 여자가 생겼대.",sadness
이제 한 두달 정도 됐나?,sadness
나 애인한테 차였어.,sadness
학교에서 만난 후배인데 나 군대도 기다려준 친구야.,sadness
"사소한 일로 많이 싸웠었는데, 그 때마다 잘 풀었었어.",sadness
응. 아직 그대로 있어! 더러워 죽겠어!,disgust
응. 그래야 될 거 같아. 다른 층을 써야될 거 같애.,neutral
그러게. 사람들 매너가 꽝이네. 물이라도 좀 마셔야겠다.,angry
응. 조금 있다 가서 말씀드릴게.,neutral
"한 달 전에 주의를 줬는데, 또 그러네?",angry
보증금이 모잘라서 아직 안돼.,angry
혼자 밖에서 걷고 있어.,sadness
아직까지 부모님한테는 알리지 못했어.,sadness
으 화장실에 누가 토하고 안 치우고 갔어.,disgust
으 다른 층 써야될 거 같아. 깜짝 놀랐네.,surprise
그래야될 거 같아. 말해야 되겠어.,angry
응. 회사 상사한테 혼났어.,sadness
일찍 퇴근하기는 글렀어. 밤 새야될 거 같아.,sadness
"친구와 밥 먹는데, 심한 지진이 일어났어.",fear
그래. 그렇게 할게.,neutral
매일 그만두고 싶은 마음이야.,sadness
아. 사실 갈 데가 없어.,sadness
아니. 아무도 없어. 난 혼자야.,sadness
한 달 전에 주의를 줬는데 또 그러네?,angry
보증금이 모잘라서 당분간은 힘들 거 같애.,sadness
"한달 전에 화를 냈었는데, 그 때 이후로 괜찮아지더니 다시 지금 또 그래.",angry
응. 고등학교 동창이었는데 이렇게까지 심할 줄은 몰랐어.,angry
집 계약문제 때문에 생각 좀 해봐야 될 거 같애.,neutral
이제 면접 마치고 집 가고 있어. 지하철이야.,sadness
"응. 또 다른 회사 준비해야 할 거 같은데, 너무 힘들다.",sadness
이제 이야기해야 될 거 같애.,sadness
"아니, 아직 못 먹었어. 너무 배고파.",neutral
또 상사한테 혼 났어.,sadness
어제 밤 새도록 기획안 준비했는데.,neutral
그래도 기획안 다시 짜야 돼서 눈치 보여서 못 나갈 거 같애.,sadness
눈치보여서 일찍 퇴근은 못할거같애.,sadness
다른 여자가 있었나봐. 그동안 날 속였던 거 같아.,sadness
3년 전에 그냥 아는 친구 사이였는데 연인으로 만나게 됐어.,neutral
"아니. 평소에는 싸운적도 없었는데, 며칠전부터 갑자기 이렇게 일이 생겼어.",sadness
룸메이트와 싸웠어.,angry
방을 너무 지저분하게 쓰는 거 있지?,angry
응. 주의를 한 번 줬지. 그런데 하는 거 같더니만 다시 원래대로 지저분하게 쓰고 있어.,angry
"응. 고등학교 동창인데, 친한 사이였어.",neutral
"그러고 싶긴 한데, 집을 또 얻으려면 돈이 있어야하잖아.",angry
벌써 다섯 번째 떨어진거라. 마지막 대안으로 낸 면접이라. 자신이 없어 이제. 너무 지쳐.,sadness
아니. 아직 말씀 못드렸어.,sadness
아직 안 먹었어. 밥도 안 넘어 가.,sadness
응. 그런데 연락이 안 돼.,neutral
아빠가 술 먹고 또 넘어져서 다쳤어.,sadness
술 드시고 계단 가시다가 넘어지셨어.,sadness
응. 그렇지.,neutral
"해봤는데, 이제는 포기 상태야.",angry
"어휴, 회사에서 또 전화왔어.",angry
모르겠어. 일이 너무 많아서 계속 다니기 힘들 것 같아.,angry
다른 데 좀 알아봐야 될 거 같애. 나도 너무 힘들어. 지쳤어.,angry
없어. 그래서 더 스트레스 받는 거 같아.,sadness
어제 저녁에 지진이 나서 너무 무서웠어.,fear
아니. 아직도 가슴이 두근두근 거려.,fear
"내 친구는 발목을 다쳤고, 다른 사람들도 좀 많이 다친 것 같아.",fear
화장실에 누가 토해놨어. 너무 지저분해!,disgust
"깜짝 놀랐지! 어휴, 생각만 해도 지저분해!",disgust
그래야겠어. 그래야 마음을 진정시키지.,neutral
당연히 말해야지. 얼른 전화하자.,neutral
"지금까지 싸운적이 한번도 없었는데, 얘가 다른 사람 생겼나봐.",sadness
룸메이트가 동창인데 방을 더럽게 써.,angry
"아니, 한달 전에 주의 한 번만 해봤어.",sadness
응. 중학교 동창인데 이렇게까지 더러울줄은 몰랐어.,angry
아직 밖이야.,neutral
아니. 아직 모르셔.,neutral
나는 잘한 게 없나봐.,sadness
응. 근데 다시 해야 돼.,sadness
응. 다시 해야돼서 오늘 퇴근 못할 거 같애.,sadness
아니. 부모님도 슬퍼하셔서 나도 집에 가기 싫어.,sadness
응. 어제 진행했어.,neutral
"응. 해봤는데, 항상 늦는 친구니까.",angry
어. 매번 그래.,neutral
"어, 매번 말하지. 늦지 않게 오라고.",angry
술 먹다가 계단에서 넘어져가지구 허리를 다쳤어.,sadness
어. 일주일에 5일은 마시는 거 같애.,neutral
다 포기 했어. 어쩌지?,sadness
아니. 맨날 그만두고 싶어.,angry
아니. 나한테만 계속 일 워가지고.,angry
어 나 어제 저녁에 진짜 무서웠어.,fear
어. 나는 괜찮은데 같이 갔던 친구가 발목을 다쳤어. 식당에 갔는데.,sadness
"응. 지금은 괜찮은데, 지진이 너무 무서워.",fear
아니. 넘어진 사람들 많더라고. 제 친구도 발목을 다쳐가지고.,sadness
"으, 누군가가 화장실에서 토하고 안 치웠어.",disgust
어. 더러워 죽겠어!,disgust
어. 진짜 놀랐어. 다른 층 가봐야겠어.,disgust
말씀 드려야 될 거 같애. 빨리 치워달라고.,neutral
어. 갑자기 아프게 되었어.,sadness
하 부모님들이 많이 슬퍼하셔.,sadness
매번 그러네.,angry
아니. 이번이 마지막일지도 몰라.,sadness
걱정하시니까 아직 말씀 못드렸어.,sadness
먹어야 되는데 입맛이 없네.,sadness
좀 자주 그러긴 하는데 오늘은 심하네.,angry
어제 의식을 잃어서 병원에 갔는데 그렇게 됐네.,sadness
마음이 너무 허전하고 다들 슬퍼하셔.,sadness
응. 지금 준비하고 있어.,sadness
응. 상사한테 혼났어.,sadness
할 일이 너무 많아서 일찍 퇴근은 힘들 것 같아.,sadness
아니. 다 내 잘못일지도 몰라.,sadness
아니. 알아보는 중이야.,sadness
너무 힘들어서 집에도 못 들어가겠어.,sadness
쉴 때도 자꾸 일 생각밖에 안나서 미치겠어.,sadness
혼나서 조퇴한다고 말도 못하겠어.,angry
그대로 있을걸? 나도 그냥 나왔거든.,angry
"진짜 소리질렀다니까, 놀래서.",angry
좀 진정 좀 해야겠다.,angry
아니. 너무 죄송해서 말 못했어.,sadness
입맛도 없다. 어떡하냐.,sadness
지진 났잖아. 넌 못 느꼈어?,fear
"응, 다행히. 난 괜찮아.",neutral
그래야지. 근데 진짜 무섭더라.,fear
"해도 사과하고 끝이야, 그냥.",angry
응. 지금 그런 방법도 생각하고 있어.,neutral
"지, 집 가고 있는 중이야.",neutral
응. 근데 이번 건 제일 마지막이었어.,neutral
"입맛도 없어, 아직.",sadness
"응, 잘하는게 없나봐.",sadness
"서류를 만들어서 제출했는데, 상사한테 처음부터 해오라고.",sadness
그러고 싶은데 시간이 없어서.,neutral
어. 오늘 중에 서류 다시 다 해야돼서.,sadness
화냈는데 그때는 잘하는 거 같더니 지금 또 더럽게 쓰고 있어.,angry
그래 친구였어.,neutral
어제 갑자기 쓰러져가지고 병원에 갔는데.,neutral
부모님도 슬퍼하셔.,sadness
장례식은 어제 끝났어.,sadness
그렇게 믿고 싶어.,neutral
지난번에 말했는데 또 늦네요.,angry
어. 허리만 다치셨어.,sadness
얘기 해 봤는데 다들 포기했어.,sadness
힘든 거 같애.,sadness
새로운델 알아봐야겠어.,neutral
없어. 친한 사람이 없어서.,sadness
친구랑 식당에 있었는데 갑자기 지진이 와가지고.,fear
"응, 같이 갔던 친구가 다쳤어.",sadness
그대로 있어서 놀랐어!,neutral
응. 다시는 보고 싶지 않아.,angry
기분이 안 좋아서 그래야 될 거 같애.,angry
말해야될 것 같아.,angry
딴 남자가 생긴 거 같아.,sadness
"원래는 친구였는데, 사귀게 되었어.",sadness
두 달 지난 거 같아.,sadness
방을 너무 지저분하게 사용해.,angry
화 내 봤는데 말 안 들어!,angry
학교 때부터 친구야.,neutral
방 보증금이 없다. 미치겠네!,angry
자꾸 나만 혼내.,sadness
그러고 싶다. 근데 할 일이 너무 많아.,sadness
오늘도 밤 새야될 거 같아. 에휴.,sadness
깜짝 놀랐어!,surprise
아무것도 먹기 싫어!,angry
아까전에 말했는데 아직 안 치워줘.,disgust
나는 괜찮아. 친구가 발을 다쳤어.,sadness
응. 지금은 괜찮은 거 같아.,neutral
친구가 발을 다쳤다고!,angry
"응, 대체로 괜찮아. 진짜 대처 요령을 알아둬야 될 거 같아.",neutral
응. 매너가 꽝이네. 아직도 그대로 있어.,disgust
깜짝 놀랬지! 다른 층으로 가봐야겠다.,surprise
응. 그래야 될 것 같아.,sadness
일주일에 5일은 드실걸?,angry
진짜. 퇴근 한지 얼마 됐다고 연락 또 왔어!,angry
맨날 야근해. 매일 그만두고 싶어.,sadness
나이가 많아서 이젠 갈데도 없어.,sadness
친한 사람이 아무도 없네.,sadness
아는 친구 사이었다가 사귀게 됐어.,sadness
아니. 우리는 3년동안 한 번도 싸운적이 없어.,sadness
벌써 한 시간 됐어. 한 시간이 넘었는데 아직도 안 와.,angry
나 지금 약속 한시간 연락도 안돼.,angry
어. 맨날 늦는데 이번에 또 늦는 거야.,angry
"아, 말해도 안 들어. 맨날 똑같아 진짜. 아, 짜증나.",angry
"야. 나 맨날 늦는 지각쟁이 기다리고 있어, 또.",angry
"했는데, 안 받네. 얘 맨날 그래. 습관인가봐.",angry
그럼 치워주시려나?,disgust
권태기지 뭐.,neutral
"원래 알고 지내던 사이었는데, 만난진 한 3년 됐나?",sadness
"그런 건 없었는데, 다른 여자 생긴 거 같아.",sadness
룸메와 너무 자주 싸워.,angry
또 전화 왔어. 또 일하라고.,angry
그랬을까? 내가 잘 못해준 것만 자꾸 생각 나.,sadness
"그래, 맨날!",angry
얘기해도 소용없어. 안 고쳐져.,angry
회사에서 자꾸 나한테만 일 시켜!,angry
모르겠어. 계속 일 시켜.,angry
도 얘기 못했는데 나 헤어졌어.,sadness
"연애를 3년을 했거든? 근데, 권태기가 왔다는거야. 그래서 그러려니 했는데, 그게 아니었던 거 같애.",sadness
진짜 어제 엄청 무서웠다.,fear
그냥 친하게 지내다가 그렇게 된거였지. 그래도 오랫동안 만났는데.,sadness
"그런 건 아니고, 권태기라고 말은 했는데, 사실은 그게 아니었던 거지.",sadness
좀 됐어. 몇 달 됐는데. 하. 아직도 힘드네.,sadness
"야. 아 ,걔 또 그래, 또! 아, 내가 진짜 그걸 치우라고 몇번을 얘기했는줄 알아? 아, 근데 걔 치우지도 않아! 치우지도! 다시 그래, 다시! 아, 나 진짜 미치겠네.",angry
한 달 정도 된 거 같아.,sadness
"우린 그냥 친구 사이였지, 뭐.",sadness
안해! 이번에도 음식물 쓰레기 너무 더럽게 버려가지고 짜증냈잖아.,disgust
친구 기다리고 있는데 30분 넘게 안 와.,angry
안그래도 말씀드리고 오는 길이야. 빨리 좀 치웠으면 좋겠다.,disgust
"이야기는 매번 하지. 근데, 너무 친해서 그런지 내 말을 별로 중요하게 생각하지 않아.",angry
새로운 사람이 생긴것 같아. 권태기를 느꼈대.,sadness
친구로 지내다가 3년 전부터 연애 감정이 생기기 시작하더라? 그때부터 연인이 된거지.,neutral
아니. 3년 간 연애하는 동안 싸운적은 한번도 없었어.,neutral
감기 때문에 힘든데 밤 새워 일했어.,sadness
네. 다치지는 않았는데 많이 놀랐지?,neutral
너무 무서웠지. 대처 요령을 공부 해둬야 될 거 같애. 같이 있었던 사람들은 크게 다치지는 않았어. 다행이야.,fear
나 친구 기다리는데 아직도 안 왔어. 벌써 한 시간째 기다리고 있는데 전화도 안 받아.,angry
"하, 나 요즘에 룸메랑 진짜 많이 싸우고 있어. 스트레스 너무 받아.",angry
당연히 해봤지. 근데 그 때 뿐이야.,angry
"응. 고등학교 동창이야. 근데, 이럴 줄 알았냐고.",angry
안그래도 한 달만 다시 참아보고 그냥 안된다 싶으면 따로 살려고.,angry
죄송스러워서 아무 말도 못하겠어. 좀 있다가 봐서 할려고.,neutral
아니. 입맛도 없네. 좀 있다 뭐 먹어야지.,sadness
또 상사한테 깨졌지 뭐. 되는 게 하나도 없어.,sadness
안그래도 감기 때문에 일찍 집에 가려고.,sadness
"으악, 씨발! 이게 뭐야, 젠장!",disgust
"어. 다른 층을 써야긴 써야겠어. 많이 놀랐고, 그리고.",disgust
친구로 지내다가 만나게 됐어.,sadness
아니야. 그런 건 아니야.,neutral
이제 얼마 되지 않았어.,neutral
한 번씩 주의를 줬는데 안되네.,angry
응. 대학교 동창이야.,neutral
안 맞으면 따로 살아야겠지?,neutral
일도 못가고 이러고 있어.,angry
"공채가 끝나서, 자리가 있을지 모르겠네.",neutral
그럴까. 바람이라도 쐴까?,sadness
당연히 알고 있지. 그래도 열심히 해야지.,neutral
엄마가 많이 속상해하지. 나도 집에 들어가기 싫고.,sadness
"으, 누가 화장실에 토하고 안 치운거 있지?",disgust
진짜 놀랬어. 엄청 깜짝 놀랬다니까?,surprise
그냥 뭐 다른남자가 좋단다.,sadness
소개팅 어플에서 만났지. 전에 얘기했잖아.,neutral
특별히 그런 것 없었는데. 쯧. 내가 싫어진 건지. 그 남자가 더 좋은 건지.,sadness
"청소를 안한다니까. 아, 스트레스 쌓인다.",angry
"내 봤지. 화도 내 보고, 좋게 얘기도 해보고.",angry
방 같이 쓰면서 알았어. 이번에 처음.,angry
안그래도 그럴까 생각중이야 지금.,neutral
또 면접 안됐다. 우야면 좋노. 집에는 뭐라 얘기하노.,sadness
"그래야지, 뭐. 방법이 있나.",sadness
"아직 모르는데, 말 몬하겠다.",sadness
밥 생각도 없어. 안 먹었다.,sadness
"안 그래도 담배 한 대 피고 있다, 지금.",sadness
지금 퇴근하면 더 이상하지.,sadness
쯧. 그것도 잘 모르겠다. 그런 것 같기도 하고 아닌 것 같기도 하고.,neutral
우리집 강아지 오늘 묻어주고 왔다.,sadness
"아니 원래 좀 안 좋았었는데, 오늘 아침에 갑자기 더 심해져서.",sadness
아니 그냥 화장했어.,sadness
고맙다 그렇게 얘기해줘서. 니밖에 없네.,sadness
아니 왜 그렇게 약속을 안 지키는데? 장난 치는 것도 아니고. 한 두번이가 이게.,angry
전화도 안받는다. 인연을 끊든지 해야지 진짜.,angry
"어. 한 두 번이 아니다 지금, 이러는게.",angry
"해봤지. 한 두 번이 아니니까. 안 바뀐다, 사람이.",angry
우리 아버지 또 사고쳤다. 미치겠다 미치겠어.,angry
말도 못 꺼내게 하는데 무슨 얘기를 하노.,angry
일요일인데도 회사에서 전화가 오노. 뭐 쉬지마란 얘기가.,angry
"그럴려고 다른 회사 알아보고 있어, 지금. 안그래도.",angry
그런 사람 있으면 니한테 전화 안했지.,angry
"어제 지진 못 느꼈나, 니.",surprise
어. 근데 뭐 다치진 않았고. 괜찮다.,neutral
"어, 사람들도 다 괜찮고. 그냥 다들 놀랐지, 뭐",fear
추웠다 저거. 하. 누가 저랬지.,disgust
"놀란 건 아닌데, 더러워서.",disgust
안 그래도 말해놨다. 청소해 달라고.,disgust
더러워 죽겠네. 그지않아?,disgust
하냐. 저거 더러워 죽겠다. 그대로 있어.,disgust
층으로 가야겠다. 놀라긴. 빨리 가자.,neutral
저거 보고 물도 못 마시겠어. 입맛 다 떨어졌어.,disgust
"그렇게 할려고. 일단 회사에 걸리는, 걸릴 수 있도록 다시 노력할 거야.",neutral
관리하시는 분께 말씀드리고 다른 층으로 가자.,disgust
너무 더러워서.,disgust
괜찮아? 좀 많이 놀랐지. 지금은 좀 어때?,surprise
주의를 줬어. 그런데 똑같애.,angry
나는 괜찮아. 그나마 다행이야.,neutral
"많이 넘어지긴 했는데, 난 괜찮고 옆에 있는 친구는 발목을 좀 다쳤어.",sadness
고마워. 다행히 다치진 않아서 정말 다행이야.,happiness
너무 걱정 안해도 돼. 나는 괜찮아. 별로 아픈 것도 없고 그냥 좀 놀란 거 뿐이야. 너부터 챙겨.,neutral
"얼마나 됐다고 회사에서 연락이 또 왔어, 또!",angry
"그래, 고맙다. 많이 위로가 됐어. 고마워!",happiness
다들 많이 상심이 크셔.,sadness
지금 혼자서 밖에 걸어다니고 있지.,sadness
밥 맛이 없어서 안 먹으려고.,sadness
야야. 화장실 가지 마. 화장실에 누가 토했어.,disgust
응. 세면대랑 바닥이랑 난리났어 지금.,disgust
아니 놀랐다기보다는 기분이 되게 안좋다. 속이 안좋고.,disgust
"물 말고, 주스 마실려고.",neutral
나 말고 사람들이 엄청 많이 갔으니까 아마 알고 계실 거야.,neutral
어제 저녁에 장난 아니었어.,surprise
아직 지진이라고 말도 안했는데 어떻게 알았어? 지진이 진짜 세게 왔다니까!,surprise
어. 놀란 거 빼고는 몸은 안 다쳤어.,neutral
친구 한 명이 다리를 조금 다쳤어.,sadness
계속 거실을 안 치워. 내가 혼자 다 하고 있어.,angry
어. 화 내봤는데 그냥 애가 개념이 없는 거 같애.,angry
이게 뭐 다니고 싶어서 다니는거니. 돈 주니까 다니는거지.,sadness
"응. 어차피 이번달까지만 사는 걸로 계약 되어 있어서, 조금만 참으면 돼.",neutral
이직할만한 스펙이 돼야 이직을 하지. 일을 너무 많이 시켜서 자기계발할 시간이 없어.,sadness
말해봐야 소용없어.,angry
고생이지. 한 30분 기다린 거 같애.,angry
벌써 왔죠! 기대도 안합니다.,angry
진지하게 듣지를 않아.,angry
다른 데 또 준비해야지.,sadness
